DATE,TIME,DT,2DT,4DT,LON,CLASS,CPA,W,S,End Freq,F10.7obs,BURST TYPE,EVENT TYPE
2015/6/21,2:33,1127,1127,0,-16,-3.698970004,360,360,1366,0.00015,131.7,2,0
2015/6/21,14:14,27,0,27,4,-3.698970004,360,360,578,0.0059,131.7,4,0
2015/6/21,4:05,1795,1795,542,-16,-3.102372909,360,360,1366,0.15,163.2,2+4,1
2015/6/22,18:20,215,215,0,8,-3.187086643,360,360,1209,0.0003,246.9,2,0
2015/6/22,2:59,60,0,60,-16,-3.187086643,360,360,1366,0.0095,246.9,4,0
2015/6/25,8:35,475,475,0,42,-3.102372909,360,360,1627,0.00015,101.8,2,0
2015/6/25,18:57,111,0,111,8,-3.102372909,360,360,1209,0.0108,101.8,4,0
2015/6/25,10:05,1645,1645,62,42,-3.168683297,360,360,1627,0.15,210.7,2+4,1
2015/6/26,3:50,1240,1240,0,42,-3.102372909,259,360,1627,0.000002,101.2,2,1
2015/7/1,16:08,279,279,0,90,,360,360,1435,0.00015,109.6,2,0
2015/8/22,7:07,11,11,0,-13,-3.920818754,360,360,547,0.0073,116.9,2,0
2015/9/18,4:54,298,298,0,10,-4.585026652,201,131,823,0.0004,102.8,2,0
2015/9/20,18:23,443,443,0,24,-3.677780705,360,360,1239,0.0003,110.4,2,0
2015/9/20,8:36,24,0,24,42,-3.677780705,360,360,1627,0.0053,110.4,4,0
2015/10/29,3:05,415,415,0,120,-3.638272164,259,202,530,0.85868323,140.7,2,1
2015/11/4,14:07,67,67,0,4,-3.431798276,360,360,578,0.00044,113.8,2,0
2015/11/4,18:12,85,0,85,50,-3.431798276,360,360,1239,0.0029,113.8,4,0
2015/11/9,13:21,6,6,0,-41,-3.408935393,142,273,1041,0.009,107.6,2,0
2015/12/16,8:45,12,12,0,4,-4.180456064,360,360,579,0.0038,126.2,2,0
2015/12/23,1:18,5,5,0,-63,-3.327902142,98,89,520,0.0067,133.9,2,0
2015/12/28,11:50,595,595,0,11,-3.744727495,360,360,1212,0.00018,112.1,2,0
2016/1/2,0:55,133,133,0,82,-3.638272164,360,360,1730,0.0003,100,2,0
2016/1/2,0:15,275,275,0,82,-3.619788758,360,360,1730,0.3,138.6,2,1
2016/2/5,22:35,56,56,0,29,,193,155,445,0.0005,119.7,2,0
2016/2/21,12:00,100,0,100,155,,360,360,533,0.0099,95.6,4,0
2016/4/18,0:55,58,0,58,11.0059453,,275,162,1084,0.0042,94.6,4,0
2016/5/4,14:20,14,14,0,61,-4.886056648,255,134,390,0.0105,90.1,2,0
2016/8/15,18:21,7,7,0,-97,,75,98,633,0.0034,87.6,2,0
2017/4/23,6:00,13,13,0,-41,,85,77,955,0.0083,82.5,2,0
2017/7/14,1:18,1212,1212,0,29,-3.619788758,360,360,1200,0.00007,93.9,2,0
2017/7/14,4:40,1060,1060,0,29,-3.259637311,360,360,1200,0.07,173.6,2,1
2017/7/23,5:27,45,45,0,151,,360,360,1848,0.0009,70.6,2,0
2017/9/4,20:27,507,507,0,12,-3.259637311,360,360,1418,0.00021,182.5,2,0
2017/9/4,22:30,1250,1250,0,12,-2.031517051,360,360,1418,0.21,170.2,2,1
2017/9/6,12:05,1195,1195,0,33,-2.031517051,360,360,1571,0.00007,132.9,2,0
2017/9/6,12:35,1370,1370,0,33,-2.086186148,360,360,1571,0.07,159.9,2,1
2017/9/10,16:02,888,888,0,92,-2.086186148,360,360,3163,0.00015,100.2,2,0
2017/9/10,16:25,1155,1155,0,92,-4.026872146,360,360,3163,0.15,156,2,1
2017/9/12,7:38,5,5,0,-48,-4.522878745,124,96,252,0.013,75.5,2,0
2017/9/16,11:55,256,0,256,177,,112,8,325,0.0034,72.1,4,0
2017/9/17,11:45,50,50,0,-170,,360,360,1385,0.0009,72.2,2,0
2017/9/17,12:05,55,0,55,-70,,360,360,1385,0.0079,72.2,4,0
2017/10/18,5:48,412,412,0,-123,,85,146,1001,0.0004,73.2,2,0
2019/5/3,23:52,24,24,0,-82,-5,90,113,692,0.0023,69.8,2,0
2020/11/29,13:07,136,136,0,-89,-3.356547324,360,360,2077,0.00085,116.3,2,0
2020/12/7,16:18,582,582,0,8,-4.13076828,360,360,1407,0.00016,89.5,2,0
2021/4/17,16:56,3,3,0,-113,,101,146,763,0.0087,75.3,2,0
2021/4/19,23:49,48,48,0,-25,-3.958607315,85,107,427,0.0023,80.4,2,0
2021/5/7,19:16,11,11,0,-78,-3.408935393,76,114,754,0.0075,74.5,2,0
2021/5/28,23:09,447,447,0,63,-4.026872146,245,197,971,0.00012,77.4,2,0
2021/5/29,0:05,195,195,0,63,-3,90,197,971,0.12,219,2,1
2021/7/13,18:39,11,11,0,-90,,360,360,1101,0.0011,72,2,0
2021/7/15,22:04,33,33,0,-90,,360,360,1476,0.0016,73.5,2,0
2021/7/24,0:31,14,14,0,-52,-4.193820026,108,160,587,0.007,83.9,2,0
2021/8/26,18:39,81,81,0,-14,-4.522878745,360,360,644,0.00125,88.6,2,0
2021/9/8,0:21,4,4,0,39,-4.638272164,211,40,592,0.0115,100.4,2,0
2021/9/28,6:37,29,29,0,43,-4.795880017,206,265,524,0.0065,88.9,2,0
2021/10/9,6:51,48,48,0,-9,-3.795880017,360,360,712,0.0041,81,2,0
2021/10/28,15:37,68,68,0,1,-3,360,360,1519,0.0005,112.7,2,0
2021/10/28,16:05,645,645,0,1,-3.259637311,360,360,1519,0.5,214.9,2,1
2021/11/1,1:45,21,21,0,45,-3.823908741,201,274,753,0.0067,97.6,2,0
2021/11/2,2:36,249,249,0,-4,-3.769551079,360,360,1473,0.00034,96,2,0
2021/11/9,17:04,24,24,0,99,-3.698970004,279,176,1350,0.004,91.4,2,0
2022/1/12,4:39,45,45,0,-115,,360,360,1586,0.0037,103.2,2,0
2022/1/18,17:57,13,13,0,54,-3.823908741,294,153,1014,0.007,114.5,2,0
2022/1/20,6:02,39,39,0,68,-3.259637311,270,211,1431,0.0022,99.3,2,0
2022/1/20,23:31,12972,12972,0,-6,-3.958607315,360,360,530,0.0061,99.3,2,0
2022/1/20,6:25,230,230,0,68,-3.397940009,270,360,1431,2.2,177.8,2,1
2022/1/29,23:35,207,0,207,-6,,360,360,530,0.01,125.3,4,0
2022/2/6,13:15,4,4,0,7,-4.508638306,360,360,334,0.011,123.6,2,0
2022/2/12,9:08,8,8,0,84,-3.853871964,268,102,280,0.0095,110.5,2,0
2022/2/13,2:32,7,7,0,90,,280,114,332,0.011,105.4,2,0
2022/2/15,22:22,27,27,0,-90,,360,360,1905,0.0005,114.3,2,0
2022/3/12,3:13,25,25,0,63,-3.657577319,242,112,506,0.00075,124.7,2,0
2022/3/25,5:35,8,8,0,-37,-3.853871964,360,369,495,0.005,112.4,2,0
2022/3/28,11:45,185,185,0,4,-2.886056648,360,360,702,0.85868323,205.1,2,1
2022/3/30,18:00,46,0,46,31,-2.886056648,360,360,641,0.0122,151.3,4,0
2022/3/30,19:15,675,0,675,31,-3.408935393,360,360,641,0.85868323,211.3,4,1
2022/3/31,19:27,29,29,0,47,-3.017728767,360,360,489,0.0018,239.5,2,0
2022/4/2,13:33,92,92,0,68,-3.408935393,360,360,1433,0.0007,143.3,2,0
2022/4/2,13:50,130,130,0,68,-3.318758763,360,360,1433,0.7,208.8,2,1
2022/4/11,5:31,39,39,0,-6,-4.795880017,360,360,940,0.0043,98.7,2,0
2022/4/15,13:20,22,22,0,-107,-3.657577319,93,212,796,0.00125,110.3,2,0
2022/4/21,2:20,2,2,0,-23,-3.017728767,38,90,357,0.012,164.4,2,0
2022/4/27,15:54,191,191,0,16,-4.119186408,291,127,807,0.0004,141.5,2,0
2022/4/29,7:36,44,44,0,37,-3.920818754,272,245,1292,0.00045,123.5,2,0
2022/4/30,13:58,3,3,0,90,-2.958607315,260,187,498,0.0115,119.7,2,0
2022/5/8,22:50,42,42,0,-88,-4.677780705,94,175,602,0.0012,119.2,2,0
2022/5/11,18:35,4,4,0,-41,-3.795880017,101,73,534,0.0033,132.9,2,0
2022/5/11,18:47,7,7,0,90,-3.585026652,237,194,1100,0.0077,132.9,2,0
2022/5/28,16:08,3,3,0,-90,,134,187,568,0.0125,101.8,2,0
2022/6/13,3:31,152,152,0,-53,-3.468521083,360,360,1150,0.0018,131.5,2,0
2022/7/5,4:23,9,9,0,18,-4.008773924,237,259,747,0.0105,109.4,2,0
2022/7/8,20:30,21,21,0,-40,-3.602059991,360,360,1223,0.0014,129.6,2,0
2022/7/8,21:25,62,0,62,-40,-3.602059991,266,35,1223,0.0092,129.6,4,0
2022/7/9,13:57,78,78,0,84,-4.070581074,261,148,1034,0.0044,136.9,2,0
2022/7/21,1:32,48,48,0,2,-4.251811973,360,360,875,0.001,121.7,2,0
2022/8/18,11:21,11,11,0,37,-3.823908741,360,360,1327,0.008,116.5,2,0
2022/8/18,11:15,28,0,28,37,-3.443697499,360,360,1327,0.011,116.5,4,0
2022/8/26,14:08,20,20,0,58,-3.318758763,266,184,737,0.0018,118.6,2,0
2022/8/27,3:37,563,563,0,58,-2.958607315,360,360,1284,0.00014,127.5,2,0
2022/8/27,2:30,56,0,56,58,-3.318758763,360,360,1284,0.011,127.5,4,0
2022/8/27,6:45,335,335,256,58,-3.200659451,286,360,1284,0.14,167.7,2+4,1
2022/8/28,16:21,110,0,110,85,,360,360,1232,0.0064,251.9,4,0
2022/9/29,12:15,46,46,0,-111,-4.244125144,105,197,416,0.0031,137.2,2,0
2022/10/2,6:40,22,22,0,90,,302,116,239,0.0013,153.9,2,0
2022/10/2,20:27,15,15,0,50,-3,360,360,1086,0.001,153.9,2,0
2022/10/4,13:26,4,4,0,66,-3.795880017,314,67,1089,0.0058,152.4,2,0
2023/1/3,6:35,5,5,0,-90,-4.494850022,360,360,1129,0.011,148.5,2,0
2023/1/11,1:25,67,0,67,-66,,67,89,1083,0.0123,195.1,4,0
2023/1/12,23:21,21,21,0,90,,250,198,1075,0.004,211.6,2,0
2023/1/19,22:06,107,107,0,90,,307,81,1073,0.002,226.1,2,0
2023/2/11,12:00,380,380,0,-24,,360,360,1498,0.00019,209.5,2,0
2023/2/17,20:30,495,495,0,-64,-2.657577319,360,360,1315,0.00018,343.1,2,0
2023/2/21,20:23,6,6,0,-90,,55,69,413,0.0027,160.9,2,0
2023/2/24,20:41,32,32,0,28,-3.431798276,360,360,1336,0.0013,164.1,2,0
2023/2/25,20:35,1181.871658,1181.871658,0,43,-3.168683297,360,360,1170,0.85868323,129.8,2,1
2023/3/3,18:14,78,78,0,80,-2.677780705,360,360,709,0.0011,190.9,2,0
2023/3/6,17:43,16,0,16,53,,360,360,948,0.0114,188,4,0
2023/3/13,3:41,369,369,0,-90,,360,360,1699,0.0002,143.3,2,0
2023/3/13,10:36,17,17,0,-7,-4.508638306,326,123,1015,0.0012,143.3,2,0
2023/3/13,10:36,1181.871658,1181.871658,0,-7,-3.168683297,326,123,1015,1.2,137,2,1
2023/3/13,4:25,2880,2880,0,-90,-3.769551079,310.7073171,360,1669,0.2,137,2,1
2023/3/20,15:00,82,82,0,-26,-4.356547324,360,360,727,0.0017,156.1,2,0
2023/3/28,0:08,22,22,0,90,,298,227,622,0.0056,158.7,2,0
2023/4/21,18:06,260,260,0,11,-3.769551079,360,360,1284,0.00024,151.2,2,0
2023/4/21,8:00,20,0,20,63,-3.769551079,86,115,1018,0.0143,151.2,4,0
2023/4/22,2:10,1150,1150,0,11,-3.795880017,310.7073171,360,1284,0.24,258.7,2,1
2023/4/27,3:01,134,134,0,-56,-4.585026652,245,68,817,0.0009,140.8,2,0
2023/5/3,7:36,12,12,0,83,-4.017728767,207,32,330,0.0008,156.2,2,0
2023/5/4,9:42,73,73,0,-43,-3.408935393,360,360,810,0.0004,162,2,0
2023/5/5,8:04,46,46,0,-32,-3.677780705,360,360,770,0.0013,161.9,2,0
2023/5/5,11:04,59,0,59,11.0059453,-3.677780705,233,45,479,0.0126,161.9,4,0
2023/5/7,22:57,73,73,0,6,-3.795880017,360,360,1075,0.0006,157.2,2,0
2023/5/8,1:50,1440,1440,0,5,-3.37675071,310.7073171,360,1075,0.6,204.3,2,1
2023/5/9,18:51,89,89,0,31,-3.37675071,360,360,1209,0.00125,194.7,2,0
2023/5/9,18:24,36,0,36,11,,360,360,1284,0.0097,194.7,4,0
2023/5/9,22:35,855,855,463,31,-3.168683297,360,360,1209,1.25,189.4,2+4,1
2023/6/9,8:06,28,,28,-32,,360,360,720,0.0034,164.3,4,0
2023/6/17,10:37,5,5,0,-85,,113,154,570,0.0055,158.1,2,0
2023/6/20,17:54,36,36,0,-73,-2.958607315,360,360,1113,0.002,180.1,2,0
2023/7/4,4:21,79,79,0,-12,,149,276,535,0.0012,167.2,2,0
2023/7/10,3:53,667,667,0,49,-3.619788758,360,360,1160,0.00027,190.6,2,0
2023/7/11,19:58,83,83,0,-7,,360,360,826,0.0024,213.5,2,0
2023/7/11,19:17,33,0,33,31,,85,360,1209,0.0142,213.5,4,0
2023/7/14,19:53,34,34,0,-12,-4.055517328,188,216,862,0.0034,180.6,2,0
2023/7/15,8:59,5,5,0,122,-4.337242168,234,62,983,0.0021,178.5,2,0
2023/7/15,20:11,62,62,0,130,,360,360,1815,0.0014,178.5,2,0
2023/7/16,5:43,27,27,0,132,,360,360,1970,0.0011,184.3,2,0
2023/7/16,13:48,17,17,0,140,,360,360,1829,0.0018,184.3,2,0
2023/7/16,14:10,53,53,0,140,,360,360,1829,0.0016,184.3,2,0
2023/7/16,5:45,110,110,0,90,-3.244125144,310.7073171,360,1970,1.1,186.4,2,1
2023/7/17,23:44,371,371,0,78,-3.244125144,360,360,1385,0.00016,180,2,0
2023/7/17,18:13,91,0,91,-48,-3.244125144,88,199,651,0.0093,180,4,0
2023/7/18,0:20,355,355,0,78,-3.387216143,310.7073171,360,1385,0.16,192.7,2,1
2023/7/28,15:57,16,16,0,105,-3.387216143,360,360,1896,0.0063,168.2,2,0
2023/7/28,17:25,550,550,0,105,-3.795880017,360,360,1896,6.3,199.2,2,1
2023/8/1,20:26,19,19,0,-58,-4.283996656,67,110,470,0.00105,174.7,2,0
2023/8/2,8:22,12,12,0,27,-4.031517051,360,360,572,0.0057,172.9,2,0
2023/8/5,7:02,57,57,0,63,-3.795880017,360,360,1000,0.0022,175.8,2,0
2023/8/5,22:27,93,93,0,77,-3.795880017,360,360,1647,0.0005,175.8,2,0
2023/8/5,19:30,284,0,284,-87,-2.795880017,360,360,826,0.0038,175.8,4,0
2023/8/5,8:35,550,550,148,63,-2.823908741,360,360,1000,2.2,193.1,2+4,1
2023/8/6,20:03,63,63,0,86,-3.259637311,242,236,1182,0.0023,173.5,2,0
2023/8/6,23:52,105,0,105,78,-3.259637311,360,360,1385,0.007,173.5,4,0
2023/8/7,21:02,44,44,0,103,-2.823908741,360,360,1851,0.00185,169.7,2,0
2023/8/7,21:40,1605,1605,0,103,-3.920818754,360,360,1851,1.85,175.2,2,1
2023/8/10,2:51,12,12,0,78,-4.259637311,250,183,674,0.007,155.7,2,0
2023/8/18,19:41,32,32,0,43,-4.431798276,303,85,456,0.009,150.6,2,0
2023/8/20,7:01,5,5,0,60,-4.431798276,285,26,380,0.0025,146.3,2,0
2023/8/30,23:25,142,142,0,11,,143,263,422,0.00115,138.6,2,0
2023/8/31,4:30,38,38,0,48,,296,112,750,0.00135,139.9,2,0
2023/9/1,3:55,135,135,0,73,-2.552841969,360,360,1339,0.85868323,159.6,2,1
2023/9/3,9:20,90,90,0,95,-3.22184875,305,249,1349,0.004,130.5,2,0
2023/9/3,7:18,85,0,85,63,-3.22184875,360,360,1000,0.0098,130.5,4,0
2023/9/5,20:29,91,91,0,134,,360,360,969,0.0006,142.9,2,0
2023/9/8,11:34,22,22,0,163,,360,360,1001,0.0081,160.9,2,0
2023/9/19,9:53,9,9,0,-51,-3.744727495,141,125,418,0.0091,166.1,2,0
2023/9/19,20:26,9,9,0,-45,-3.397940009,146,114,483,0.0072,166.1,2,0
2023/9/19,22:47,13,13,0,-41,-4.013228266,81,89,383,0.0111,166.1,2,0
2023/9/21,13:52,10,10,0,-22,-3.060480747,184,84,593,0.0018,168.1,2,0
2023/10/17,5:32,11,11,0,32,-4.657577319,206,205,610,0.002,137.3,2,0
2023/10/26,23:20,17,17,0,-86,-3.853871964,360,360,1238,0.006,126.4,2,0
2023/11/28,19:42,24,24,0,0,-3.008773924,360,360,741,0.001,254.6,2,0
2023/12/14,17:36,264,264,0,53,-2.552841969,360,360,948,0.00033,155.1,2,0
2023/12/14,19:00,68,0,68,86,-2.552841969,242,236,1182,0.0093,155.1,4,0
2023/12/14,19:10,305,305,100,53,-2.301029996,360,360,948,0.33,314.6,2+4,1
2023/12/15,6:00,52,0,52,94,,143,65,1190,0.008,144.3,4,0
2023/12/31,21:57,173,173,0,-73,-2.301029996,360,360,2852,0.00033,146.2,2,0
2024/1/2,0:15,3380,3380,0,-73,-3.167491087,360,360,2852,0.33,228.3,2,1
2024/1/10,19:21,29,29,0,50,-4.187086643,276,192,736,0.006,186,2,0
2024/1/14,12:00,18,18,0,89,-4.017728767,254,215,883,0.006,187.9,2,0
2024/1/20,9:13,11,11,0,-17,-4.455931956,360,360,850,0.005,166.3,2,0
2024/1/29,4:27,60,60,0,70,-3.167491087,360,360,1554,0.004,140.3,2,0
2024/1/29,4:55,790,790,0,70,-2.48148606,360,360,1554,4,250.9,2,1
2024/2/6,12:43,83,83,0,11.0059453,,360,360,980,0.00065,190.3,2,0
2024/2/6,21:20,78,0,78,63,,360,360,967,0.0075,190.3,4,0
2024/2/6,2:30,210,0,210,8,,360,360,1435,0.006,190.3,4,0
2024/2/7,3:31,8,8,0,78,-3.292429824,360,360,1452,0.0085,188.4,2,0
2024/2/8,2:24,14,0,14,62,,226,267,868,0.014,185,4,0
2024/2/8,19:25,28,0,28,73,,218,71,834,0.0121,185,4,0
2024/2/9,13:17,133,133,0,111,-2.48148606,360,360,2782,0.0006,183.4,2,0
2024/2/9,14:00,595,595,0,98,-3.168683297,360,360,2782,0.6,153.2,2,1
2024/2/10,3:52,85,85,0,-83,-3.468521083,360,360,1418,0.0012,193.8,2,0
2024/2/10,7:04,11,11,0,-3,-4.091514981,197,206,805,0.004,193.8,2,0
2024/2/10,23:17,18,18,0,12,-3.045757491,360,360,817,0.0075,193.8,2,0
2024/2/12,6:38,142,142,0,135,,360,360,2792,0.00025,208.3,2,0
2024/2/12,7:35,1360,1360,0,135,-3.168683297,360,360,2792,0.25,154.2,2,1
2024/2/14,4:16,112,112,0,90,,360,360,2191,0.00095,184.1,2,0
2024/2/15,9:37,63,63,0,11.0059453,,360,360,1751,0.0027,178.3,2,0
2024/2/16,7:07,2,2,0,86,-2.602059991,215,128,615,0.012,168.8,2,0
2024/2/17,14:05,7,7,0,-90,,360,360,1234,0.008,169.9,2,0
2024/2/17,14:43,122,122,0,-90,,360,360,1744,0.00045,169.9,2,0
2024/2/20,0:08,47,47,0,90,,282,145,781,0.0045,152.6,2,0
2024/3/8,3:50,25,25,0,90,,317,168,514,0.0038,129,2,0
2024/3/15,5:40,1495,1495,0,98,-2.958607315,360,360,1007,0.85868323,189.3,2,1
2024/3/21,18:47,13,13,0,-28,-4.236572006,22,180,670,0.0045,196.9,2,0
2024/3/23,1:26,1514,1514,0,-8,-2.958607315,360,360,1470,0.00008,210.7,2,0
2024/3/23,4:00,860,860,0,-8,-2.657577319,360,360,1470,0.08,189.5,2,1
2024/4/21,21:56,27,27,0,37,-3.468521083,207,156,708,0.004,217.1,2,0
2024/4/23,18:00,60,60,0,59,-3.537602002,243,173,596,0.0056,219.1,2,0
2024/5/3,2:25,3,3,0,-7,-2.958607315,360,360,808,0.0025,156,2,0
2024/5/8,5:21,4,4,0,11,-3,360,360,530,0.0093,227.1,2,0
2024/5/8,12:11,20,20,0,17,-3.060480747,360,360,677,0.0025,227.1,2,0
2024/5/8,21:44,35,35,0,17,-2.958607315,360,360,952,0.0013,227.1,2,0
2024/5/9,9:20,4,4,0,26,-2.657577319,360,360,1280,0.0017,233.2,2,0
2024/5/9,11:59,4,4,0,40,-2.657577319,294,53,561,0.0022,233.2,2,0
2024/5/9,18:02,15,15,0,28,-3.508638306,360,360,1024,0.00065,233.2,2,0
2024/5/9,2:00,30,0,30,7,-2.958607315,216,37,983,0.0101,233.2,4,0
2024/5/9,20:10,66,0,66,-24,-2.958607315,302,46,552,0.0095,233.2,4,0
2024/5/9,11:00,1845,1845,36,26,-2.236572006,360,360,1280,1.7,144.2,2+4,1
2024/5/10,6:55,2,2,0,34,-2.408935393,360,360,953,0.0018,223.4,2,0
2024/5/10,7:12,162,0,162,34,-2.408935393,360,360,953,0.0078,223.4,4,0
2024/5/11,1:33,296,296,0,45,-2.236572006,360,360,1614,0.00021,213.7,2,0
2024/5/11,1:45,130,0,130,45,-2.236572006,360,360,1614,0.0059,213.7,4,0
2024/5/11,1:45,445,445,132,45,-3.180456064,360,360,1614,0.21,164.8,2+4,1
2024/5/13,9:32,161,161,0,81,-3.180456064,360,360,1690,0.00064,215.4,2,0
2024/5/13,9:55,28,0,28,81,-3.180456064,360,360,1690,0.0085,215.4,4,0
2024/5/13,11:30,1070,1070,521,81,-3.013228266,360,360,1690,0.64,154,2+4,1
2024/5/14,2:12,67,67,0,88,-2.769551079,274,172,805,0.00023,219.8,2,0
2024/5/14,12:56,10,10,0,92,-2.769551079,266,78,749,0.0021,219.8,2,0
2024/5/14,17:00,400,400,0,96,-2.920818754,360,360,2010,0.00023,219.8,2,0
2024/5/14,18:07,78,78,0,-72,-2.060480747,360,360,1407,0.0028,219.8,2,0
2024/5/14,2:51,20,0,20,88,-3.346787486,271,51,805,0.0114,219.8,4,0
2024/5/15,8:33,12,12,0,98,-2.455931956,360,360,1648,0.0038,216,2,0
2024/5/15,10:37,61,61,0,-34,,356,86,556,0.0018,216,2,0
2024/5/15,11:43,15,15,0,90,,254,114,993,0.0038,216,2,0
2024/5/15,8:50,47,0,47,98,-3.443697499,360,360,1648,0.0081,216,4,0
2024/5/16,14:03,30,0,30,11.0059453,,360,258,1102,0.0104,207.2,4,0
2024/5/17,22:05,40,40,0,-67,-3.13667714,92,260,1098,0.0045,204.1,2,0
2024/5/20,5:38,43,43,0,171,,360,360,1459,0.0013,199.7,2,0
2024/5/27,7:24,11,11,0,-90,-2.552841969,360,360,1292,0.0074,170,2,0
2024/6/1,20:26,92,92,0,-18,-3.13667714,360,360,946,0.0015,226.9,2,0
2024/6/8,1:43,217,217,0,53,-3.48148606,360,360,1427,0.0006,190.4,2,0
2024/6/8,2:00,360,360,0,53,-3.168683297,360,360,1427,1.8,207.1,2,1
2024/6/21,23:49,48,48,0,-90,,66,268,1388,0.0018,196.9,2,0
2024/7/4,14:36,60,60,0,73,-4,245,131,305,0.0052,173,2,0
2024/7/16,13:44,123,123,0,85,-2.721246399,278,236,580,0.0014,241.9,2,0
2024/7/16,22:36,42,42,0,10,-3.040958608,360,360,402,0.004,241.9,2,0
2024/7/21,16:31,46,46,0,-21,-4,360,360,601,0.00034,197.9,2,0
2024/7/23,14:18,52,52,0,-77,-3.619788758,360,360,1031,0.0047,175.5,2,0
2024/7/23,0:55,585,585,0,165,-3.168683297,360,360,885,0.85868323,223.6,2,1
2024/7/26,21:08,11,11,0,7,,147,198,540,0.0025,176.3,2,0
2024/7/27,5:53,614,614,0,11.0059453,,360,360,1426,0.003,203.6,2,0
2024/7/28,10:51,69,69,0,40,-3.113509275,289,50,918,0.00065,214.4,2,0
2024/7/28,22:22,120,120,0,25,-3.769551079,197,188,612,0.001,214.4,2,0
2024/7/29,18:10,305,305,0,56,-3.795880017,360,360,956,0.0004,223.1,2,0
2024/8/1,12:15,268,268,0,80,-3.387216143,130,123,1803,0.0008,234.4,2,0
2024/8/2,10:55,155,155,0,90,,269,203,1141,0.0005,247.1,2,0
2024/8/2,9:45,61,0,61,26,-3.13667714,360,360,1280,0.0098,247.1,4,0
2024/8/4,15:45,226,226,0,-69,-3.657577319,102,137,701,0.0028,240.8,2,0
2024/8/5,6:10,79,79,0,-62,-3.214670165,173,45,973,0.0015,247.3,2,0
2024/8/5,15:51,3,3,0,-55,-2.958607315,97,160,502,0.0125,247.3,2,0
2024/8/7,14:05,16,16,0,-9,-3.26760624,360,360,658,0.005,303.2,2,0
2024/8/8,20:13,18,18,0,23,-2.886056648,360,360,789,0.008,336,2,0
2024/8/9,21:25,33,33,0,40,-3.346787486,360,360,638,0.0021,305.5,2,0
2024/8/14,18:15,415,415,0,-5,-2.958607315,360,360,570,0.00055,248.2,2,0
2024/9/9,3:20,330,330,0,94,-4,266,211,836,0.00023,214.8,2,0
2024/9/9,5:30,16,16,0,-90,,360,360,1522,0.0055,214.8,2,0
2024/9/9,6:05,1005,1005,0,-113,-2.346787486,360,360,1522,5.5,168.1,2,1
2024/9/14,15:34,1026,1026,0,-56,-2.346787486,360,360,2366,0.00017,172.4,2,0
2024/9/14,17:10,3940,3940,0,-56,-2.744727495,360,360,2366,0.17,160.9,2,1
2024/9/22,21:37,498,498,0,-63,-3.431798276,360,360,1256,0.0002,162.8,2,0
2024/10/7,21:20,78,0,78,63,,360,360,967,0.0075,277,4,0
2024/10/9,2:30,210,0,210,8,-2.744727495,360,360,1435,0.006,220.3,4,0
2024/10/9,2:45,2190,0,2190,8,-3.022276395,360,360,1435,0.85868323,160.7,4,1
2024/10/26,12:35,2955,2955,0,-56,-3.168683297,360,360,1914,0.85868323,160.2,2,1
2024/11/21,18:25,570,570,0,133,-4.119186408,360,360,1436,0.85868323,166.5,2,1
2025/1/4,20:25,1181.871658,1181.871658,0,58,-3.168683297,253,190,1442,0.85868323,159.2,2,1
2025/2/24,23:10,210,210,0,90,-3.168683297,360,360,1058,0.85868323,164,2,1
