DATE,TIME,DT,2DT,4DT,LON,CLASS,CPA,W,S,End Freq,F10.7obs,BURST TYPE,EVENT TYPE
2005/1/17,10:00,35,35,0,25,-2.420216403,360,360,2547,0.0015,137.5,2,0
2005/1/17,9:54,617,0,617,25,-2.420216403,360,275.6763285,2547,0.0036,137.5,4,0
2005/1/17,9:25,1181.871658,1181.871658,589,25,-3.168683297,360,360,2094,0.85868323,102.5,2+4,1
2005/1/17,12:40,310,310,300,25,-2.148741651,360,360,2547,1.5,102.5,2+4,1
2005/1/19,9:20,880,880,0,51,-2.886056648,360,360,2020,0.00004,132.5,2,0
2005/1/19,8:38,65,0,65,51,-2.886056648,42,275.6763285,2020,0.0072,132.5,4,0
2005/1/20,7:15,555,555,0,61,-2.148741651,360,360,882,0.000025,122.7,2,0
2005/1/20,7:13,38,0,38,61,-2.148741651,293.0108565,275.6763285,882,0.0066,122.7,4,0
2005/1/20,6:55,75,75,30,61,-3.096910013,360,360,882,0.025,123.3,2+4,1
2005/2/1,11:40,10,10,0,-90,,360,360,1380,0.004,83.7,2,0
2005/5/2,22:40,20,20,0,-90,-4.096910013,105,148,955,0.0055,112.2,2,0
2005/5/3,0:20,50,50,0,-90,,82,66,978,0.0015,112.3,2,0
2005/5/6,17:52,11,11,0,-29,-4.070581074,360,360,1128,0.004,110.4,2,0
2005/5/13,17:00,1990,1990,0,-11,-3.096910013,360,360,1689,0.00004,125.9,2,0
2005/5/13,18:45,1195,1195,0,-11,-3.397940009,360,360,1689,0.04,117.2,2,1
2005/5/17,3:20,15,15,0,90,,252,89,311,0.0015,90,2,0
2005/6/3,12:50,130,130,0,-90,-4,360,360,1679,0.00027,95.3,2,0
2005/6/16,20:25,75,75,0,90,-3.397940009,293.0108565,275.6763285,1151.432854,0.001,98.1,2,0
2005/6/16,20:45,555,555,0,90,-2.920818754,310.7073171,328.4891304,1530.568306,1,102.2,2,1
2005/6/16,22:00,420,420,0,90,,271,,,0.00015,98.1,2,1
2005/7/7,16:30,10,10,0,-3,-3.30980392,360,360,683,0.002,124.9,2,0
2005/7/8,14:05,16,0,16,-90,,360,360,2528,0.0053,110.4,4,0
2005/7/9,22:15,45,45,0,28,-3.552841969,360,360,1540,0.0006,106.6,2,0
2005/7/13,14:15,50,50,0,90,-3.301029996,360,360,1423,0.001,-1,2,0
2005/7/14,11:00,114,114,0,90,-2.920818754,360,360,2115,0.0008,89.9,2,0
2005/7/14,13:05,880,880,0,90,-3.168683297,360,360,2115,0.8,92.3,2,1
2005/7/14,2:45,60,60,0,90,-2.920818754,268,360,2115,0.018,89.9,2,1
2005/7/17,11:50,115,115,0,90,,360,360,1527,0.0003,74.1,2,0
2005/7/17,14:15,505,505,0,90,-3.431798276,310.7073171,360,1527,0.3,98.4,2,1
2005/7/24,13:50,520,520,0,-90,,360,360,2528,0.00015,80.2,2,0
2005/7/24,22:35,5,5,0,-90,,360,360,1234,0.0007,80.2,2,0
2005/7/24,16:18,28,0,28,10,,293.0108565,275.6763285,1151.432854,0.0036,80.2,4,0
2005/7/27,5:20,85,85,0,-90,-3.431798276,360,360,1787,0.00045,90.6,2,0
2005/7/27,7:45,45,45,0,-90,,65,51,533,0.001,90.6,2,0
2005/7/27,22:25,2452,2452,0,-90,-3.251811973,86,360,1787,0.45,104.7,2,1
2005/7/30,7:40,740,740,0,-60,-2.886056648,360,360,1968,0.00008,105,2,0
2005/8/1,14:15,35,35,0,-32,-4,83,93,984,0.0045,111.2,2,0
2005/8/22,1:30,125,125,0,54,-3.585026652,360,360,1194,0.00055,157.3,2,0
2005/8/22,17:15,1185,1185,0,65,-3.585026652,360,360,2378,0.00004,157.3,2,0
2005/8/22,1:45,80,0,80,54,-3.251811973,293.0108565,360,1194,0.011,157.3,4,0
2005/8/22,17:28,13,0,13,65,-3.251811973,360,360,2378,0.0075,157.3,4,0
2005/8/22,19:20,925,925,230,65,-1.769551079,360,360,2378,0.04,113,2+4,1
2005/8/23,15:00,270,270,0,90,-3.568636236,360,360,1929,0.0004,112.3,2,0
2005/8/29,11:10,4,4,0,90,,360,360,1600,0.006,89.2,2,0
2005/8/31,11:40,30,30,0,13,-4.698970004,360,360,825,0.0008,84,2,0
2005/8/31,22:10,50,50,0,11.0059453,,360,360,1808,0.006,84,2,0
2005/9/3,3:20,115,115,0,11.0059453,,360,360,1672,0.0005,74.2,2,0
2005/9/5,10:40,800,800,0,-81,-4.568636236,360,360,2326,0.00006,75,2,0
2005/9/7,18:05,355,355,0,-77,-2.769551079,293.0108565,275.6763285,1151.432854,0.0002,117,2,0
2005/9/7,20:10,5175,5175,0,-77,-2.823908741,310.7073171,328.4891304,1530.568306,0.2,100.1,2,1
2005/9/9,19:45,135,135,0,-67,-2.207608311,360,360,2257,0.00005,707.6,2,0
2005/9/9,22:12,80,0,80,-47,-2.207608311,360,360,1893,0.0122,707.6,4,0
2005/9/10,21:45,195,195,0,-47,-2.677780705,360,360,1893,0.0002,116,2,0
2005/9/10,9:12,596,0,596,-25,-2.677780705,144,22,511,0.0043,116,4,0
2005/9/11,13:10,125,125,0,-39,-3.522878745,360,360,1922,0.00035,109.7,2,0
2005/9/12,20:00,47,0,47,-10,,360,360,1866,0.0027,118,4,0
2005/9/13,20:20,2020,2020,0,-10,-2.823908741,360,360,1866,0.000035,302,2,0
2005/9/13,20:10,35,0,35,-67,-2.823908741,360,360,2257,0.0071,302,4,0
2005/9/13,23:00,1040,1040,900,-10,-2.187086643,170,360,1866,0.035,109.2,2+4,1
2006/4/30,16:20,1960,1960,0,-8,-4.744727495,360,360,544,0.0002,99.9,2,0
2006/7/6,8:45,513,513,0,34,-3.602059991,360,360,911,0.0003,85,2,0
2006/8/16,15:45,390,390,0,8,-4.443697499,360,360,888,0.0004,100.6,2,0
2006/8/26,20:40,20,20,0,-8,-4.602059991,164,208,786,0.002,75.7,2,0
2006/11/5,17:35,105,105,0,-90,,39,196,1398,0.0004,84.7,2,0
2006/11/6,10:35,30,30,0,-90,,77,55,829,0.006,83.5,2,0
2006/11/6,17:45,100,100,0,-90,-4.055517328,360,360,1994,0.0003,83.5,2,0
2006/12/5,10:50,550,550,0,-68,-2.045757491,293.0108565,275.6763285,1151.432854,0.00025,102.4,2,0
2006/12/6,2:00,90,90,0,-69,-3.958607315,293.0108565,275.6763285,1151.432854,0.0002,573.4,2,0
2006/12/6,2:00,90,0,90,-69,-3.958607315,293.0108565,275.6763285,1151.432854,0.2,573.4,4,0
2006/12/6,8:30,75,75,0,-63,-3.22184875,293.0108565,275.6763285,1151.432854,0.0006,573.4,2,0
2006/12/6,19:00,3180,3180,0,-64,-2.187086643,293.0108565,275.6763285,1151.432854,0.00003,573.4,2,0
2006/12/6,23:15,1165,1165,125,-64,-2.468521083,310.7073171,360,1530.568306,0.03,114.6,2+4,1
2006/12/13,2:45,475,475,0,23,-2.468521083,360,360,1774,0.00015,94.6,2,0
2006/12/13,22:38,43,0,43,46,-2.468521083,237,360,1042,0.0068,94.6,4,0
2006/12/13,2:55,450,450,56,23,-2.823908741,360,360,1774,0.15,99.3,2+4,1
2006/12/13,3:10,375,375,78,23,-2.468521083,360,360,1774,0.16,94.6,2+4,1
2006/12/14,22:30,70,70,0,46,-2.823908741,360,360,1042,0.0015,94.4,2,0
2006/12/14,2:00,54,0,54,-69,-2.823908741,360,275.6763285,1151.432854,0.0027,94.4,4,0
2006/12/14,22:55,80,80,120,46,-4.356547324,360,360,1042,1.5,106.2,2+4,1
2007/1/25,6:55,995,995,0,-90,-4.200659451,360,360,1367,0.00009,79.9,2,0
2007/5/19,13:02,3,3,0,6,-5.022276395,260,106,958,0.013,74.8,2,0
2007/12/31,1:05,17,17,0,-81,-4.080921908,92,164,995,0.006,76.7,2,0
2008/3/25,19:05,15,15,0,-78,-3.769551079,98,112,1103,0.0008,88.6,2,0
2008/4/26,14:23,16,16,0,-9,-5.420216403,65,281,515,0.0049,69,2,0
2010/1/17,4:05,0.5,0.5,0,,,114,126,350,0,82.6,2,0
2010/1/17,4:05,1,1,0,,,114,126,350,0,82.6,3,0
2010/3/13,14:00,17,17,0,,-5.619788758,321,4,1258,0,91.8,2,0
2010/6/12,1:05,0.1,0.1,0,43,-3.698970004,289,119,486,0,76.2,2,0
2010/6/12,1:05,1,1,0,43,-3.698970004,289,119,486,0.016,76.2,3,0
2010/8/1,9:20,490,490,0,-36,-4.494850022,293.0108565,275.6763285,1151.432854,0.0007,79.7,2,0
2010/8/1,8:50,60,0,60,-36,-4.494850022,360,275.6763285,1151.432854,0.011,79.7,4,0
2010/8/1,9:20,8.2,8.2,0,-36,-4.494850022,360,360,850,0,79.7,2,0
2010/8/1,9:20,2,2,0,-36,-4.494850022,360,360,850,0,79.7,3,0
2010/8/7,18:35,75,75,0,-34,-4,360,360,871,0.0007,90.5,2,0
2010/8/7,18:40,80,0,80,-34,-4,360,360,871,0.0067,90.5,4,0
2010/8/7,18:35,1.2,1.2,0,-34,-4,360,360,871,0,90.5,2,0
2010/8/7,18:35,27,27,0,-34,-4,360,360,871,0.014,90.5,3,0
2010/8/14,11:05,100,100,0,52,-3.431798276,360,360,1205,0.85868323,138.3,2,1
2010/8/14,11:25,1008,1008,0,52,-4.356547324,360,360,1205,0,85.2,2,1
2010/8/14,11:35,936,936,0,52,-4.356547324,360,360,1205,0,85.2,2,1
2010/8/18,6:05,100,100,0,88,-4.346787486,255,184,1471,0.0007,79.8,2,0
2010/8/18,6:05,1.7,1.7,0,,-4.346787486,255,184,1471,0,79.8,2,0
2010/8/18,6:05,7,7,0,,-4.346787486,255,184,1471,0,79.8,3,0
2010/8/31,21:00,0.1,0.1,0,,,360,360,1304,0,74.6,2,0
2010/8/31,21:00,8,8,0,,,360,360,1304,0,74.6,3,0
2010/9/8,23:25,0.4,0.4,0,90,-4.48148606,281,147,818,0,74.5,2,0
2010/9/8,23:25,2,2,0,90,-4.48148606,281,147,818,0,74.5,3,0
2011/1/13,9:15,50,50,0,-114,,79,122,664,0.0035,79.5,2,0
2011/1/13,9:15,0.8,0.8,0,,-5.431798276,79,122,664,0,79.3,2,0
2011/1/27,12:20,15,15,0,87,-4.920818754,255,43,349,0.008,80.5,2,0
2011/1/27,12:20,0.2,0.2,0,,-5.721246399,255,43,349,0,80.5,2,0
2011/1/27,12:20,19,19,0,,-5.721246399,255,43,349,0,80.5,3,0
2011/1/28,1:15,0.3,0.3,0,,-3.886056648,288,119,606,0,80.6,2,0
2011/1/28,1:15,3,3,0,,-3.886056648,288,119,606,0,80.6,3,0
2011/1/28,4:35,0.2,0.2,0,,-4.823908741,116,45,170,0,80.6,2,0
2011/1/28,4:35,2,2,0,,-4.823908741,116,45,170,0,80.6,3,0
2011/1/31,16:35,0.6,0.6,0,-24,-5.769551079,305,150,713,0,81.3,2,0
2011/2/13,17:50,10,10,0,-4,-3.180456064,359,276,373,0.008,106.8,2,0
2011/2/13,17:50,0.2,0.2,0,-4,-3.180456064,359,276,373,0,106.8,2,0
2011/2/13,17:50,2,2,0,-4,-3.180456064,359,276,373,0,106.8,3,0
2011/2/15,2:10,290,290,0,12,-2.657577319,360,360,669,0.0004,112.8,2,0
2011/2/15,21:05,194,0,194,-119,-2.657577319,360,360,1238,0.0092,112.8,4,0
2011/2/15,2:10,4.8,4.8,0,15,-2.657577319,360,360,669,0,112.8,2,0
2011/2/15,2:10,17,17,0,15,-2.657577319,360,360,669,0,112.8,3,0
2011/2/24,12:50,140,140,0,-87,-3.455931956,70,158,1186,0.0007,88.9,2,0
2011/2/24,12:50,2.3,2.3,0,-72,-3.455931956,70,158,1186,0,88.9,2,0
2011/3/7,14:30,30,30,0,-18,-3.721246399,354,261,698,0.007,938.6,2,0
2011/3/7,20:00,750,750,0,53,-3.431798276,360,360,2125,0.0002,938.6,2,0
2011/3/7,2:24,62,0,62,10,-3.431798276,360,360,669,0.008,938.6,4,0
2011/3/7,21:45,615,615,452,53,-3.168683297,360,360,2125,0.2,154.7,2+4,1
2011/3/7,23:15,5486.4,5486.4,500,53,-3.431798276,360,360,2125,0.007,938.6,2+4,1
2011/3/7,23:30,5184,5184,650,53,-3.431798276,360,360,2125,0.007,938.6,2+4,1
2011/3/7,14:30,0.5,0.5,0,-18,-3.721246399,354,261,698,0,938.6,2,0
2011/3/7,14:30,1,1,0,-18,-3.721246399,354,261,698,0,938.6,3,0
2011/3/7,20:00,12.5,12.5,0,59,-3.431798276,360,360,2125,0,938.6,2,0
2011/3/7,20:00,3,3,0,59,-3.431798276,360,360,2125,0,938.6,3,0
2011/3/8,1:05,415,415,0,53,-3.431798276,51,360,3135,0.00002,166.7,2+3,1
2011/3/21,4:10,1345,1345,0,129,-3.602059991,310.7073171,360,1341,0.85868323,117.3,2+3,1
2011/3/21,5:55,2001.6,2001.6,0,129,,360,360,1341,0.00002,101,2+3,1
2011/3/21,19:50,345,345,0,129,,116,360,1341,0.002,101,2+3,1
2011/3/21,18:00,1238.4,1238.4,0,129,,116,360,1341,0,101,2+3,1
2011/3/21,2:30,2,2,0,,,360,360,1341,0,101,2,0
2011/3/21,2:30,2,2,0,,,360,360,1341,0,101,2,0
2011/5/2,8:00,0.4,0.4,0,-25,-4.431798276,360,360,347,0,111.6,2,0
2011/5/4,7:00,6.8,6.8,0,5,-4.795880017,360,360,179,0,102.8,2,0
2011/5/4,7:00,3,3,0,5,-4.795880017,360,360,179,0,102.8,3,0
2011/5/4,22:00,51.5,51.5,0,8,-5.107905397,360,360,150,0,102.8,2,0
2011/5/4,22:00,3,3,0,8,-5.107905397,360,360,150,0,102.8,3,0
2011/5/7,6:45,11.2,11.2,0,54,-3.602059991,360,360,294,0,96.4,2,0
2011/5/7,6:45,29,29,0,54,-3.602059991,360,360,294,0.016,96.4,3,0
2011/5/9,21:00,420,420,0,-88,-4.26760624,55,292,1318,0.0009,103.7,2,0
2011/5/9,21:00,7,7,0,,-4.26760624,55,>292,1318,0,103.7,2,0
2011/5/9,21:00,9,9,0,,-4.26760624,55,>292,1318,0,103.7,3,0
2011/5/29,21:10,990,990,0,-72,-4.060480747,107,186,1407,0.00009,110.8,2,0
2011/5/29,20:15,26,0,26,48,-4.060480747,360,360,2125,0.011,110.8,4,0
2011/5/29,10:25,0.5,0.5,0,-65,-3.853871964,119,234,646,0,110.8,2,0
2011/5/29,21:10,16.5,16.5,0,-68,-4.060480747,107,>186,1407,0,110.8,2,0
2011/6/2,8:00,25,25,0,-25,-4.431798276,360,360,976,0.004,111.6,2,0
2011/6/4,7:00,405,405,0,144,,360,360,1407,0.0003,102.8,2,0
2011/6/4,22:00,3090,3090,0,153,,360,360,2425,0.000025,102.8,2,0
2011/6/4,21:15,18,0,18,-72,,107,186,1407,0.0066,102.8,4,0
2011/6/4,7:10,107,0,107,144,,360,360,1407,0.0046,102.8,4,0
2011/6/4,22:15,91,0,91,153,,360,360,2425,0.006,102.8,4,0
2011/6/5,22:25,6408,6408,0,,,254,,,0,102.9,2,1
2011/6/7,6:45,675,675,0,54,-3.602059991,360,360,1255,0.00025,96.4,2,0
2011/6/7,6:45,22,0,22,54,-3.602059991,360,360,1255,0.004,96.4,4,0
2011/6/7,7:20,660,660,30,54,-3.031517051,360,360,1255,0.25,113.9,2+3+4,1
2011/6/7,7:10,3096,3096,28,54,-3.602059991,360,360,1255,0.00025,96.4,2+3+4,1
2011/6/7,18:55,0.5,0.5,0,54,-3.602059991,360,360,738,0,96.4,2,0
2011/6/7,18:55,3,3,0,54,0.397940009,360,360,738,0,96.4,3,0
2011/6/13,4:20,0.5,0.5,0,-78,-4.920818754,360,360,957,0,86.6,2,0
2011/6/21,3:07,14,14,0,8,-4.113509275,360,360,719,0.007,95.1,2,0
2011/7/26,9:45,0.8,0.8,0,,,360,360,382,0,93.5,2,0
2011/7/26,9:45,9,9,0,,,3600,360,382,0,93.5,3,0
2011/7/26,9:45,9,9,0,,,288,268,382,0,121.6,3,0
2011/8/2,6:15,75,75,0,15,-3.853871964,288,268,712,0.003,121.6,2,0
2011/8/2,6:15,1.2,1.2,0,15,-3.853871964,288,268,712,0,121.6,2,0
2011/8/2,6:15,2,2,0,15,-3.853871964,360,360,712,0,116.3,3,0
2011/8/4,4:15,2205,2205,0,36,-3.031517051,360,360,1315,0.00006,116.3,2,0
2011/8/4,4:30,2180,2180,0,36,-2.161150909,360,360,1315,0.06,104.1,2+3,1
2011/8/4,4:45,3830.4,3830.4,0,36,-3.031517051,360,360,1315,0.00006,116.3,2+3,1
2011/8/4,4:55,3427.2,3427.2,0,36,-3.031517051,360,360,1315,0.00006,116.3,2+3,1
2011/8/4,4:15,36.8,36.8,0,36,-3.031517051,360,360,1315,0,116.3,2,0
2011/8/4,4:15,2,2,0,36,-3.031517051,305,237,1315,0,101.5,3,0
2011/8/8,18:10,120,120,0,61,-3.455931956,305,237,1343,0.0004,101.5,2,0
2011/8/8,6:45,22,0,22,54,-3.455931956,360,360,1255,0.004,101.5,4,0
2011/8/8,18:10,2,2,0,61,-3.455931956,305,237,1343,0,101.5,2,0
2011/8/8,18:10,14,14,0,61,-3.455931956,360,360,1343,0,97.5,3,0
2011/8/9,8:20,15,15,0,69,-2.161150909,360,360,1610,0.004,97.5,2,0
2011/8/9,8:20,230,230,0,69,-2.853871964,360,360,1610,4,152.7,2+3,1
2011/8/9,8:25,1526.4,1526.4,0,69,-2.161150909,360,360,1610,0.004,97.5,2+3,1
2011/8/9,8:20,676.8,676.8,0,69,-2.161150909,360,360,1610,0.004,97.5,2+3,1
2011/8/9,8:20,0.2,0.2,0,69,-2.161150909,360,360,1610,0,97.5,2,0
2011/8/9,8:20,30,30,0,69,-2.161150909,360,360,1610,0,111.5,3,0
2011/9/6,2:00,1300,1300,0,7,-3.27572413,360,360,782,0.0002,111.5,2,0
2011/9/6,22:30,1030,1030,0,18,-3.27572413,360,360,575,0.00015,111.5,2,0
2011/9/6,18:40,88,0,88,61,-2.677780705,305,237,1343,0.0075,111.5,4,0
2011/9/6,11:10,75,0,75,-89,-2.677780705,360,360,1905,0.0089,111.5,4,0
2011/9/6,2:00,21.7,21.7,0,7,-3.27572413,360,360,547,0,111.5,2,0
2011/9/6,2:00,1,1,0,7,-3.27572413,289,115,247,0,111.5,3,0
2011/9/6,22:30,17.2,17.2,0,18,-5.677780705,65,188,575,0,112.8,2,0
2011/9/7,18:50,0.2,0.2,0,18,-5.040958608,65,188,924,0,112.8,2,0
2011/9/7,18:50,1,1,0,18,-5.040958608,350,281,924,0,110.1,3,0
2011/9/8,22:50,0.2,0.2,0,-59,-4.602059991,70,16,983,0,116.2,2,0
2011/9/10,19:00,22,22,0,-24,-4.769551079,360,360,184,0,150.8,2,0
2011/9/22,11:05,775,775,0,-89,-2.853871964,360,360,1905,0.00007,150.8,2,0
2011/9/22,13:05,71,0,71,-56,-2.853871964,360,360,1915,0.0086,150.8,4,0
2011/9/22,17:55,5520,5520,100,-89,-4.920818754,42,360,1905,0.07,126.1,2+3+4,1
2011/9/22,11:05,12.9,12.9,0,-83,-2.853871964,360,360,1905,0,150.8,2,0
2011/9/22,11:05,32,32,0,-83,-2.853871964,360,360,1905,0,150.8,3,0
2011/9/22,11:15,1.2,1.2,0,-83,-2.853871964,360,360,1905,0,150.8,2,0
2011/9/22,11:15,23,23,0,-83,-2.853871964,360,360,1905,0,190.4,3,0
2011/9/23,3:30,8596.8,8596.8,579,-89,-2.853871964,105,360,1905,0,158.2,2+3+4,1
2011/9/23,4:10,7776,7776,626,-89,-2.853871964,112,360,1905,0,158.2,2+3+4,1
2011/9/23,22:55,2220,2220,523,89,-2.853871964,311,360,1950,0.033,158.2,2+3+4,1
2011/9/24,12:50,595,595,0,-56,-3.148741651,360,360,1915,0.0003,190.4,2,0
2011/9/24,19:36,119,0,119,-42,-3.148741651,42,360,972,0.0071,190.4,4,0
2011/9/24,5:50,65,0,65,87,,103,45,717,0.012,190.4,4,0
2011/9/24,12:50,9.9,9.9,0,-47,-3.148741651,360,360,1915,0,190.4,2,0
2011/9/24,12:50,15,15,0,-47,-3.148741651,360,360,1915,0,190.4,3,0
2011/9/24,13:00,1.2,1.2,0,-47,-3.148741651,360,360,1915,0,190.4,2,0
2011/9/24,13:00,15,15,0,-47,-3.148741651,360,360,1915,0,190.4,3,0
2011/9/24,19:45,1.5,1.5,0,-56,-3.522878745,360,360,972,0,190.4,2,0
2011/9/24,19:45,12,12,0,-56,-3.522878745,98,193,972,0,168.8,3,0
2011/9/25,5:30,30,30,0,-47,-3.13076828,98,193,788,0.008,168.8,2,0
2011/9/25,5:30,0.5,0.5,0,-47,-3.13076828,98,193,788,0,168.8,2,0
2011/9/25,5:30,2,2,0,-47,-3.13076828,39,203,788,0,136.6,3,0
2011/9/29,19:35,0.3,0.3,0,11,-4.568636236,39,203,485,0,136.6,2,0
2011/9/29,19:35,2,2,0,11,-4.568636236,10,42,485,0,136.9,3,0
2011/10/1,22:40,13,0,13,18,,360,360,575,0.0066,136.9,4,0
2011/10/1,20:45,0.3,0.3,0,6,-3.920818754,10,42,1238,0,136.9,2,0
2011/10/1,20:45,13,13,0,6,-3.920818754,252,109,1238,0,167.8,3,0
2011/10/21,13:15,35,35,0,79,-3.886056648,252,109,317,0.0065,167.8,2,0
2011/10/21,13:15,0.6,0.6,0,76,-3.886056648,252,109,317,0,167.8,2,0
2011/10/21,13:15,6,6,0,76,-3.886056648,360,360,317,0,164.1,3,0
2011/10/22,19:10,3067.2,3067.2,0,,,344,,,0,164.1,2,1
2011/10/22,19:35,2995.2,2995.2,0,,,344,,,0,164.1,2,1
2011/10/22,14:00,6,6,0,77,-3.886056648,360,360,129,0,160.4,2,0
2011/11/3,22:35,2.2,2.2,0,-61,-4.236572006,360,360,991,0,160.4,2,0
2011/11/3,22:35,3,3,0,-61,-4.236572006,360,360,991,0,180.2,3,0
2011/11/9,13:30,210,210,0,-35,-3.958607315,360,360,907,0.0004,180.2,2,0
2011/11/9,13:30,3.5,3.5,0,3,-3.958607315,360,360,907,0,180.2,2,0
2011/11/9,13:30,1,1,0,3,-3.958607315,360,360,907,0,132.8,3,0
2011/11/17,20:44,18,18,0,-120,,360,360,1041,0.004,147.7,2,0
2011/11/26,7:15,2445,2445,0,49,-4.920818754,360,360,933,0.00005,132.8,2,0
2011/11/26,8:15,370,370,0,49,-3.060480747,53,360,933,0.05,174.6,2+3,1
2011/11/26,8:45,3931.2,3931.2,0,49,-4.920818754,360,360,933,0.00005,132.8,2+3,1
2011/11/26,9:30,3873.6,3873.6,0,49,-4.920818754,360,360,933,0.00005,132.8,2+3,1
2011/11/26,11:25,840,840,0,21,-3.060480747,231,360,2175,0.00003,132.8,2+3,1
2011/11/26,7:15,40.8,40.8,0,87,-4.823908741,360,360,933,0,132.8,2,0
2011/11/26,7:15,18,18,0,87,-4.823908741,360,360,933,0,144.5,3,0
2011/12/21,3:00,315,315,0,-151,,360,360,1064,0.0004,144.5,2,0
2011/12/21,3:00,5.2,5.2,0,-4,-4.508638306,259,42,1064,0,142.8,2,0
2011/12/24,11:20,2.5,2.5,0,-66,-4.958607315,259,42,536,0,142.8,2,0
2011/12/24,11:20,1,1,0,-66,-4.958607315,130,8,536,0,144.3,3,0
2011/12/25,18:45,10,10,0,26,-3.397940009,247,125,366,0.007,144.3,2,0
2011/12/25,18:45,0.2,0.2,0,26,-3.397940009,130,8,366,,144.3,2,0
2011/12/25,18:45,17,17,0,26,-3.397940009,360,360,366,,134.7,3,0
2012/1/2,15:00,45,45,0,104,,360,360,1138,0.004,134.7,2,0
2012/1/2,15:00,0.8,0.8,0,,-4.619788758,360,360,639,0,134.7,2,0
2012/1/2,15:00,8,8,0,,-4.619788758,360,360,639,0,157,3,0
2012/1/16,16:35,820.8,820.8,0,,,10,,,0,139.7,2,1
2012/1/19,15:00,705,705,0,-22,-3.494850022,360,360,1120,0.0001,157,2,0
2012/1/19,15:00,11.8,11.8,0,-22,-3.494850022,360,360,1120,0,157,2,0
2012/1/19,15:00,4,4,0,-22,-3.494850022,360,360,1120,0,144.3,3,0
2012/1/23,4:00,2100,2100,0,21,-3.060480747,360,360,2175,0.00004,144.3,2,0
2012/1/23,4:45,1545,1545,0,21,-2.769551079,360,360,2175,0.04,175.3,2,1
2012/1/23,4:35,6033.6,6033.6,0,21,-3.060480747,360,360,2175,0.00004,144.3,2+3,1
2012/1/23,4:25,6033.6,6033.6,0,21,-3.060480747,360,360,2175,0.00004,144.3,2+3,1
2012/1/23,4:00,35,35,0,21,-3.060480747,360,360,2175,0,144.3,2,0
2012/1/23,4:00,20,20,0,21,-3.060480747,360,360,2175,0,141.7,3,0
2012/1/26,5:25,118,0,118,84,,360,360,1194,0.008,128.2,4,0
2012/1/27,18:30,615,615,0,71,-2.769551079,360,360,2508,0.00015,141.7,2,0
2012/1/27,18:45,95,0,95,78,-2.769551079,360,360,2508,0.008,141.7,4,0
2012/1/27,18:55,370,370,102,71,-2.26760624,360,360,2508,0.15,118.8,2+3+4,1
2012/1/27,19:05,420,420,153,71,-2.769551079,360,360,2508,0.00002,141.7,2+3+4,1
2012/1/27,9:10,4881.6,4881.6,87,71,-2.769551079,228,360,2508,0.00015,141.7,2+3+4,1
2012/1/27,9:00,4910.4,4910.4,80,71,-2.769551079,228,360,2508,0.00015,141.7,2+3+4,1
2012/1/27,18:30,10.2,10.2,0,71,-2.769551079,360,360,2508,0,141.7,2,0
2012/1/27,18:30,30,30,0,71,-2.769551079,360,360,2508,0,141.7,3,0
2012/1/27,18:45,1.6,1.6,0,71,-2.769551079,360,360,2508,0,141.7,2,0
2012/1/27,18:45,30,30,0,71,-2.769551079,243,11,2508,0,108.9,3,0
2012/2/24,10:30,10.5,10.5,0,,-6,360,360,411,0,120.1,2,0
2012/3/4,17:55,80,0,80,66,,360,360,1884,0.003771403,120.1,4,0
2012/3/4,11:15,1,1,0,-61,-3.698970004,360,360,1306,0,120.1,2,0
2012/3/4,11:15,1,1,0,-61,-3.698970004,360,360,1306,0,120.1,3,0
2012/3/4,12:15,4.8,4.8,0,-61,-3.698970004,360,360,1306,0,120.1,2,0
2012/3/4,12:15,3,3,0,-61,-3.698970004,360,360,1306,0,131.6,3,0
2012/3/5,4:00,500,500,0,-52,-2.958607315,360,360,1531,0.0004,131.6,2,0
2012/3/5,0:35,77,0,77,116,-2.958607315,360,360,1210,0.0087,131.6,4,0
2012/3/5,5:50,10929.6,10929.6,400,,,360,,,0.0004,131.6,2+3+4,1
2012/3/5,5:55,10843.2,10843.2,420,,,360,,,0.0004,131.6,2+3+4,1
2012/3/5,4:00,8.3,8.3,0,-52,-2.958607315,360,360,1531,0,131.6,2,0
2012/3/5,4:00,18,18,0,-52,-2.958607315,360,360,1531,0,131.6,3,0
2012/3/5,4:15,2.8,2.8,0,-52,-2.958607315,360,360,1531,0,131.6,2,0
2012/3/5,4:15,18,18,0,-52,-2.958607315,360,360,1531,0,135.7,3,0
2012/3/7,1:00,2520,2520,0,-27,-2.26760624,360,360,2684,0.00003,135.7,2,0
2012/3/7,2:50,1105,1105,0,-27,-3.102372909,360,360,2684,0.03,147.2,2+3,1
2012/3/7,1:00,42,42,0,-27,-2.26760624,360,360,2684,0,135.7,2,0
2012/3/7,1:00,22,22,0,-27,-2.26760624,360,360,2684,0,145.5,3,0
2012/3/9,4:10,115,115,0,3,-3.200659451,360,360,950,0.001,145.5,2,0
2012/3/9,0:45,46,0,46,-164,-3.200659451,360,360,1152,0.0021,145.5,4,0
2012/3/9,4:10,1.9,1.9,0,13,-3.200659451,360,360,950,0,145.5,2,0
2012/3/9,4:10,11,11,0,13,-3.200659451,360,360,950,0,148.9,3,0
2012/3/10,17:55,1115,1115,0,24,-3.075720714,360,360,1296,0.00003,148.9,2,0
2012/3/10,17:55,18.6,18.6,0,26,-3.075720714,360,360,1296,0,148.9,2,0
